Id,SalePrice
1461,115952.80749436648
1462,150948.12337058078
1463,182519.15703175214
1464,196478.07615584307
1465,216522.2185815986
1466,168783.28985391627
1467,175665.65628193613
1468,158261.15876253668
1469,208890.93576545402
1470,119232.69206951276
1471,171746.1370711255
1472,89567.50472630464
1473,88449.41153817729
1474,146466.64300752812
1475,102034.82534565456
1476,379377.9970798682
1477,264459.21522520453
1478,299723.9539137909
1479,303378.3539938284
1480,474893.14450525877
1481,315477.2014111314
1482,218788.67267097288
1483,174442.16467984192
1484,157099.49516093533
1485,176672.92181479197
1486,190949.88848509756
1487,328907.7267383952
1488,226194.27813118137
1489,202293.87664513564
1490,251625.63550936308
1491,192342.06970764167
1492,100156.1974899399
1493,232653.72640424327
1494,300834.7947328221
1495,286586.8696525566
1496,243788.0363973091
1497,178802.63841772778
1498,157114.00792754142
1499,159417.3770660055
1500,155370.91552042752
1501,190686.09404223392
1502,150937.23277431575
1503,304191.13556559937
1504,236361.2547776964
1505,224294.47411606254
1506,199079.11356380358
1507,257542.8594800199
1508,204855.36481614102
1509,162642.60878185264
1510,142019.0444995222
1511,140947.5228052562
1512,177363.98426615223
1513,145050.25243153673
1514,158910.63919669608
1515,208395.8187905477
1516,151322.0338423462
1517,178593.90198931503
1518,118232.16715735735
1519,213741.89149041718
1520,117267.85897643567
1521,129519.66515291698
1522,192706.7048045455
1523,109859.71876206606
1524,123075.45732965873
1525,117271.17467555884
1526,95477.47632786537
1527,103024.76586745495
1528,137435.71869335533
1529,148737.93736190908
1530,204834.79368986268
1531,132985.8919024062
1532,90396.47244295492
1533,155063.55869250384
1534,126228.9963094416
1535,152193.88657667305
1536,99084.68382408786
1537,55954.39874381921
1538,167676.68426676583
1539,196208.337709657
1540,134543.04441008042
1541,140635.93877386558
1542,151296.4225730871
1543,194982.43426878136
1544,67651.17422492287
1545,120925.57475559638
1546,146088.49730388186
1547,128406.40420138236
1548,138517.08903245916
1549,112901.19655089808
1550,142449.62820714194
1551,105763.64450016968
1552,155624.53902180976
1553,162781.1504590062
1554,120846.02488261813
1555,171533.16541083192
1556,75486.0700835794
1557,116583.23307440919
1558,105422.81097235106
1559,93226.5423131263
1560,107046.8879969141
1561,148196.72063284105
